gene_stable_id	hgnc_symbol	chromosome_scaffold_name	gene_start_bp	gene_end_bp	gene_percent_gc_content	gene_type
ENSG00000140526	ABHD2	15	89087459	89202360	44.01	protein_coding
ENSG00000157538	VPS26C	21	37223420	37267919	44.22	protein_coding
ENSG00000205755	CRLF2	23	1187549	1212750	46.94	protein_coding
ENSG00000100077	GRK3	22	25564849	25729294	40.55	protein_coding
ENSG00000260097	SPDYE6	7	102347206	102356444	52.2	protein_coding
ENSG00000102384	CENPI	23	101098218	101163681	40.62	protein_coding
ENSG00000150768	DLAT	11	112024814	112064390	41.27	protein_coding
ENSG00000168621	GDNF	5	37812677	37839686	46.08	protein_coding
ENSG00000165609	NUDT5	10	12165325	12196144	44.24	protein_coding
ENSG00000249590	NA	22	30409255	30428990	50.42	protein_coding
ENSG00000180938	ZNF572	8	124973298	124979389	39.84	protein_coding
ENSG00000187860	CCDC157	22	30356635	30378658	54.68	protein_coding
ENSG00000127824	TUBA4A	2	219249711	219278170	49.79	protein_coding
ENSG00000183889	NA	16	16317444	16350590	55.2	protein_coding
ENSG00000038427	VCAN	5	83471465	83582303	37.22	protein_coding
ENSG00000176102	CSTF3	11	33077188	33162371	37.22	protein_coding
ENSG00000176571	CNBD1	8	86866442	87615219	35.62	protein_coding
ENSG00000185507	IRF7	11	612553	615999	67.07	protein_coding
ENSG00000171109	MFN1	3	179347692	179394931	38.56	protein_coding
ENSG00000153558	FBXL2	3	33277025	33403662	38.73	protein_coding
ENSG00000169682	SPNS1	16	28974221	28984548	55.79	protein_coding
ENSG00000163114	PDHA2	4	95840019	95841474	47.39	protein_coding
ENSG00000132359	RAP1GAP2	17	2755705	3037739	51.49	protein_coding
ENSG00000204740	MALRD1	10	19048771	19790401	36.03	protein_coding
ENSG00000125772	GPCPD1	20	5544404	5611026	39.24	protein_coding
ENSG00000149021	SCGB1A1	11	62405103	62423195	50.41	protein_coding
ENSG00000272414	FAM47E-STBD1	4	76251721	76311129	42.11	protein_coding
ENSG00000152669	CCNO	5	55231152	55233680	61.13	protein_coding
ENSG00000148908	RGS10	10	119499828	119542708	49.42	protein_coding
ENSG00000186832	KRT16	17	41609778	41615899	59.38	protein_coding
ENSG00000118804	STBD1	4	76306026	76311599	49.7	protein_coding
ENSG00000243910	TUBA4B	2	219253243	219272188	49.65	protein_coding
ENSG00000189157	FAM47E	4	76214040	76283780	41.26	protein_coding
ENSG00000163521	GLB1L	2	219236606	219245478	49.58	protein_coding
ENSG00000071889	FAM3A	23	154506159	154516242	55.32	protein_coding
ENSG00000067248	DHX29	5	55256245	55307722	37.08	protein_coding
ENSG00000150773	PIH1D2	11	112064010	112074274	40.82	protein_coding
ENSG00000121579	"NAA50"	3	113716460	113746300	37.41	protein_coding
ENSG00000175054	ATR	3	142449235	142578826	37.14	protein_coding
ENSG00000110693	SOX6	11	15966449	16739591	36.07	protein_coding
ENSG00000172057	ORMDL3	17	39921041	39927601	57.09	protein_coding
ENSG00000140199	SLC12A6	15	34229996	34338060	39.55	protein_coding
ENSG00000136244	IL6	7	22725884	22732002	45.63	protein_coding
ENSG00000115053	NCL	2	231453531	231483641	47.89	protein_coding
ENSG00000163312	HELQ	4	83407343	83455856	38.46	protein_coding
ENSG00000124783	SSR1	6	7268306	7347446	43.56	protein_coding
ENSG00000163701	IL17RE	3	9902612	9916402	51.85	protein_coding
ENSG00000174130	TLR6	4	38823715	38856817	39.76	protein_coding
ENSG00000196839	ADA	20	44619522	44652233	53.46	protein_coding
ENSG00000174125	TLR1	4	38790677	38856817	40.78	protein_coding
ENSG00000150776	NKAPD1	11	112074086	112085150	40.81	protein_coding
ENSG00000138036	DYNC2LI1	2	43774039	43810010	37.57	protein_coding
ENSG00000104918	RETN	19	7669044	7670454	62.93	protein_coding
ENSG00000173120	KDM2A	11	67119269	67258087	42.99	protein_coding
ENSG00000166260	COX11	17	54951902	54968785	41.57	protein_coding
ENSG00000163666	HESX1	3	57197838	57227606	41.19	protein_coding
ENSG00000136271	DDX56	7	44565417	44575051	53.74	protein_coding
ENSG00000105889	STEAP1B	7	22419444	22727613	41.54	protein_coding
ENSG00000088726	TMEM40	3	12733525	12769457	48.61	protein_coding
ENSG00000114166	KAT2B	3	20040023	20154404	40.2	protein_coding
ENSG00000171757	LRRC34	3	169793428	169812986	38.99	protein_coding
ENSG00000124334	IL9R	23	155997581	156010817	55.82	protein_coding
ENSG00000141198	TOM1L1	17	54899387	54961956	41.1	protein_coding
ENSG00000138709	LARP1B	4	128061268	128222931	39.11	protein_coding
ENSG00000164113	ADAD1	4	122378966	122429802	36.55	protein_coding
ENSG00000074964	ARHGEF10L	1	17539835	17697874	54.36	protein_coding
ENSG00000185896	LAMP1	13	113297241	113323672	50.64	protein_coding
ENSG00000109181	UGT2B10	4	68815993	68831196	33	protein_coding
ENSG00000150779	TIMM8B	11	112084800	112086798	46.22	protein_coding
ENSG00000196411	EPHB4	7	100802565	100827521	54.77	protein_coding
ENSG00000100348	TXN2	22	36467036	36482030	51.41	protein_coding
ENSG00000255292	NA	11	112086903	112193805	40.45	protein_coding
ENSG00000101276	SLC52A3	20	760080	776015	51.37	protein_coding
ENSG00000177076	ACER2	9	19409059	19452020	43.44	protein_coding
ENSG00000115661	STK16	2	219245455	219250337	53.12	protein_coding
ENSG00000168734	PKIG	20	44531785	44624247	44.32	protein_coding
ENSG00000197580	BCO2	11	112175467	112224699	40.08	protein_coding
ENSG00000239474	KLHL41	2	169509702	169526262	38.54	protein_coding
ENSG00000126003	PLAGL2	20	32192503	32207791	48.56	protein_coding
ENSG00000163093	BBS5	2	169479178	169506655	40.4	protein_coding
ENSG00000110696	C11orf58	11	16613132	16756881	38.23	protein_coding
ENSG00000162004	CCDC78	16	722582	726954	65.24	protein_coding
ENSG00000179583	CIITA	16	10866222	10943021	50.13	protein_coding
ENSG00000197712	FAM114A1	4	38867677	38945739	42.57	protein_coding
ENSG00000164304	CAGE1	6	7326656	7389743	41.26	protein_coding
ENSG00000163285	GABRG1	4	46035769	46124081	32.61	protein_coding
ENSG00000142347	MYO1F	19	8520790	8577577	52.58	protein_coding
ENSG00000155719	OTOA	16	21663971	21761935	44.79	protein_coding
ENSG00000251569	NA	2	169479480	169525922	39.33	protein_coding
ENSG00000172828	CES3	16	66961237	66975148	55.03	protein_coding
ENSG00000136536	MARCH7	2	159712457	159771027	38.09	protein_coding
ENSG00000160445	ZER1	9	128729786	128772414	51.42	protein_coding
ENSG00000213658	LAT	16	28984826	28990783	58.04	protein_coding
ENSG00000107447	DNTT	10	96304396	96338564	42.58	protein_coding
ENSG00000139835	GRTP1	13	113324164	113364148	52.02	protein_coding
ENSG00000125898	FAM110A	20	833715	857463	51.88	protein_coding
ENSG00000138336	TET1	10	68560656	68694482	42.09	protein_coding
ENSG00000101346	POFUT1	20	32207880	32238667	47.65	protein_coding
ENSG00000100218	RSPH14	22	23059415	23145021	55.52	protein_coding
ENSG00000146828	SLC12A9	7	100826820	100867009	51.93	protein_coding
ENSG00000111218	PRMT8	12	3381349	3593973	45.94	protein_coding
ENSG00000129965	INS-IGF2	11	2132538	2161209	61.19	protein_coding
ENSG00000163516	ANKZF1	2	219229757	219236669	49.12	protein_coding
ENSG00000284779	NA	11	2129112	2158658	60.39	protein_coding
ENSG00000083223	TUT7	9	86287733	86354454	37.99	protein_coding
ENSG00000128266	GNAZ	22	23070361	23125037	57.44	protein_coding
ENSG00000104679	R3HCC1	8	23270120	23296279	47.98	protein_coding
ENSG00000174953	DHX36	3	154272546	154324497	35.49	protein_coding
ENSG00000121289	CEP89	19	32875925	32971991	45.48	protein_coding
ENSG00000167244	IGF2	11	2129112	2149603	60.44	protein_coding
ENSG00000172831	CES2	16	66934444	66945096	55.49	protein_coding
ENSG00000114745	GORASP1	3	39096659	39108363	55.34	protein_coding
ENSG00000100083	GGA1	22	37608475	37633564	56.62	protein_coding
ENSG00000136834	OR1J1	9	122476958	122477926	49.43	protein_coding
ENSG00000197233	OR1J2	9	122510802	122511743	49.79	protein_coding
ENSG00000101746	NOL4	18	33851100	34224952	34.88	protein_coding
ENSG00000102174	PHEX	23	22032441	22251310	40.17	protein_coding
ENSG00000151033	LYZL2	10	30611779	30629762	41.87	protein_coding
ENSG00000149503	INCENP	11	62123973	62153163	53.88	protein_coding
ENSG00000086758	HUWE1	23	53532096	53686729	41.2	protein_coding
ENSG00000134460	IL2RA	10	6010689	6062370	44.48	protein_coding
ENSG00000248672	LY75-CD302	2	159771851	159904710	38.37	protein_coding
ENSG00000150782	IL18	11	112143251	112164117	39.23	protein_coding
ENSG00000174469	CNTNAP2	7	146116002	148420998	37.52	protein_coding
ENSG00000137460	FHDC1	4	152936352	152979696	44.96	protein_coding
ENSG00000175874	CREG2	2	101345551	101387595	44.99	protein_coding
ENSG00000179111	HES7	17	8120590	8124092	63.26	protein_coding
ENSG00000124784	RIOK1	6	7389496	7418037	40.11	protein_coding
ENSG00000168061	SAC3D1	11	65040901	65044828	58.58	protein_coding
ENSG00000165300	SLITRK5	13	87672615	87696272	35.34	protein_coding
ENSG00000144199	FAHD2B	2	97083583	97094882	48.77	protein_coding
ENSG00000178927	CYBC1	17	82442589	82450829	60.43	protein_coding
ENSG00000196126	HLA-DRB1	6	32578769	32589848	44.36	protein_coding
ENSG00000183549	ACSM5	16	20409534	20441336	42.36	protein_coding
ENSG00000168060	"NAALADL1"	11	65044818	65058549	54.38	protein_coding
ENSG00000061656	SPAG4	20	35615892	35621049	59.4	protein_coding
ENSG00000130768	SMPDL3B	1	27934993	27959157	49.86	protein_coding
ENSG00000151923	TIAL1	10	119571802	119597029	38.16	protein_coding
ENSG00000121895	TMEM156	4	38966744	39032922	39	protein_coding
ENSG00000188306	LRRIQ4	3	169821922	169837775	41.97	protein_coding
ENSG00000150783	TEX12	11	112167372	112172559	36.84	protein_coding
ENSG00000103245	CIAO3	16	729753	741329	60.82	protein_coding
ENSG00000128563	PRKRIP1	7	102363872	102426676	46.23	protein_coding
ENSG00000051382	PIK3CB	3	138652699	138834938	40.59	protein_coding
ENSG00000130821	SLC6A8	23	153688099	153696593	64.7	protein_coding
ENSG00000142484	TM4SF5	17	4771884	4783213	50.63	protein_coding
ENSG00000101350	KIF3B	20	32277664	32335011	43.82	protein_coding
ENSG00000204370	SDHD	11	112086773	112120013	41.79	protein_coding
ENSG00000181029	TRAPPC5	19	7680843	7687703	58.05	protein_coding
ENSG00000125650	PSPN	19	6375148	6379058	58.35	protein_coding
ENSG00000125652	ALKBH7	19	6372433	6375251	64.35	protein_coding
ENSG00000134489	HRH4	18	24460629	24479957	42.42	protein_coding
ENSG00000182108	DEXI	16	10928891	10942460	51.35	protein_coding
ENSG00000183019	MCEMP1	19	7676628	7679826	55.05	protein_coding
ENSG00000103355	PRSS33	16	2783953	2787948	63.36	protein_coding
ENSG00000168874	ATOH8	2	85751344	85788066	55.02	protein_coding
ENSG00000168843	FSTL5	4	161383897	162164035	33.82	protein_coding
ENSG00000120594	PLXDC2	10	19816239	20289856	37.34	protein_coding
ENSG00000214435	AS3MT	10	102869516	102901899	43.69	protein_coding
ENSG00000137440	FGFBP1	4	15935569	15938740	46.44	protein_coding
ENSG00000109424	UCP1	4	140559434	140568805	39.65	protein_coding
ENSG00000070010	UFD1	22	19449910	19479215	46.94	protein_coding
ENSG00000254647	INS	11	2159779	2161341	64.81	protein_coding
ENSG00000177303	CASKIN2	17	75500261	75515583	61.19	protein_coding
ENSG00000241399	CD302	2	159768630	159798255	38.74	protein_coding
ENSG00000147416	ATP6V1B2	8	20197367	20226819	39.51	protein_coding
ENSG00000269711	NA	19	7678501	7682854	61.14	protein_coding
ENSG00000115652	UXS1	2	106093303	106194339	45.03	protein_coding
ENSG00000182853	VMO1	17	4785285	4786433	62.75	protein_coding
ENSG00000187323	DCC	18	52340172	53535903	37.02	protein_coding
ENSG00000168026	TTC21A	3	39107704	39138903	49.23	protein_coding
ENSG00000176269	OR4F21	8	166049	167043	45.63	protein_coding
ENSG00000104549	SQLE	8	124998497	125022283	37.59	protein_coding
ENSG00000158156	XKR8	1	27959462	27968096	55.55	protein_coding
ENSG00000160188	RSPH1	21	42472486	42496354	46.14	protein_coding
ENSG00000131669	NINJ1	9	93121489	93134288	59.68	protein_coding
ENSG00000182327	GLTPD2	17	4788959	4790390	71.16	protein_coding
ENSG00000054219	LY75	2	159803355	159904749	37.97	protein_coding
ENSG00000147364	FBXO25	8	406428	477967	41.96	protein_coding
ENSG00000270316	BORCS7-ASMT	10	102854272	102901899	42.9	protein_coding
ENSG00000077279	DCX	23	111293779	111412429	39.48	protein_coding
ENSG00000130822	PNCK	23	153669730	153689010	56.63	protein_coding
ENSG00000239590	OR1J4	9	122519141	122520082	48.62	protein_coding
ENSG00000132334	PTPRE	10	127907061	128085855	47.89	protein_coding
ENSG00000171505	OR1N1	9	122526358	122527296	50.37	protein_coding
ENSG00000166275	BORCS7	10	102854223	102864961	41.69	protein_coding
ENSG00000171501	OR1N2	9	122553112	122554214	48.14	protein_coding
ENSG00000181016	LSMEM1	7	112480853	112491062	40.22	protein_coding
ENSG00000171596	NMUR1	2	231523160	231530495	55.96	protein_coding
ENSG00000237700	PRAMEF33	1	13303539	13308907	47.9	protein_coding
ENSG00000182330	PRAMEF8	1	13281035	13285174	49.88	protein_coding
ENSG00000002745	WNT16	7	121325367	121341104	38.61	protein_coding
ENSG00000166263	STXBP4	17	54968727	55173632	36.22	protein_coding
ENSG00000160190	SLC37A1	21	42496008	42581440	48.79	protein_coding
ENSG00000131944	FAAP24	19	32972209	32978222	49.22	protein_coding
ENSG00000015475	BID	22	17734138	17774770	52.51	protein_coding
ENSG00000204501	PRAMEF15	1	13315581	13322598	48.15	protein_coding
ENSG00000006652	IFRD1	7	112422968	112481017	39.45	protein_coding
ENSG00000187627	RGPD1	2	86907953	87013976	40.42	protein_coding
ENSG00000129675	ARHGEF6	23	136665547	136782088	39.77	protein_coding
ENSG00000196155	PLEKHG4	16	67277510	67289499	59.77	protein_coding
ENSG00000177728	TMEM94	17	75441159	75500090	51.96	protein_coding
ENSG00000197933	ZNF823	19	11721265	11739009	44.81	protein_coding
ENSG00000120907	ADRA1A	8	26748150	26867273	41.26	protein_coding
ENSG00000204481	PRAMEF14	1	13342034	13347134	46.97	protein_coding
ENSG00000129187	DCTD	4	182890060	182917936	46.1	protein_coding
ENSG00000196937	FAM3C	7	121348851	121396364	35.92	protein_coding
ENSG00000142798	HSPG2	1	21822245	21937297	56.09	protein_coding
ENSG00000107021	TBC1D13	9	128787204	128810432	52.07	protein_coding
ENSG00000103253	HAGHL	16	726936	735525	65.72	protein_coding
ENSG00000175931	UBE2O	17	76389451	76453206	49.87	protein_coding
ENSG00000136888	ATP6V1G1	9	114587746	114598373	44.34	protein_coding
ENSG00000203952	CCDC160	23	134237047	134246207	40.28	protein_coding
ENSG00000007062	PROM1	4	15963076	16084378	43.17	protein_coding
ENSG00000166912	MTMR10	15	30938941	30991607	39.99	protein_coding
ENSG00000164692	COL1A2	7	94394561	94431232	37.57	protein_coding
ENSG00000137752	CASP1	11	105025443	105035250	36.98	protein_coding
ENSG00000113456	RAD1	5	34905264	34918989	40.32	protein_coding
ENSG00000136514	RTP4	3	187368332	187372076	42.4	protein_coding
ENSG00000183621	ZNF438	10	30820207	31031937	39.39	protein_coding
ENSG00000173825	TIGD3	11	65354767	65357613	63.44	protein_coding
ENSG00000183281	PLGLB1	2	87002559	87021852	39.59	protein_coding
ENSG00000242259	C22orf39	22	19351368	19448232	47.03	protein_coding
ENSG00000127838	PNKD	2	218270392	218346793	51.32	protein_coding
ENSG00000157005	SST	3	187668906	187670399	48.46	protein_coding
ENSG00000196735	HLA-DQA1	6	32628179	32647062	40.06	protein_coding
ENSG00000239388	ASB14	3	57268347	57292682	38.4	protein_coding
ENSG00000206538	VGLL3	3	86876388	86991119	36.26	protein_coding
ENSG00000160588	MPZL3	11	118226690	118252350	40.94	protein_coding
ENSG00000162241	SLC25A45	11	65375192	65383701	59.38	protein_coding
ENSG00000114742	WDR48	3	39051998	39096671	39.95	protein_coding
ENSG00000113460	BRIX1	5	34915376	34925996	38.42	protein_coding
ENSG00000087152	ATXN7L3	17	44191805	44200113	59.15	protein_coding
ENSG00000157500	APPL1	3	57227726	57278105	37.48	protein_coding
ENSG00000100084	HIRA	22	19330698	19447450	46.11	protein_coding
ENSG00000177508	IRX3	16	54283304	54286763	64.54	protein_coding
ENSG00000180354	MTURN	7	30134810	30162762	46.82	protein_coding
ENSG00000198471	RTP2	3	187698259	187702557	52.76	protein_coding
ENSG00000083067	TRPM3	9	70529063	71446904	38.04	protein_coding
ENSG00000124942	AHNAK	11	62433542	62556235	50.05	protein_coding
ENSG00000113916	BCL6	3	187721377	187745727	47.68	protein_coding
ENSG00000171246	NPTX1	17	80467148	80477843	60.76	protein_coding
ENSG00000172116	CD8B	2	86815339	86861924	46.84	protein_coding
ENSG00000154188	ANGPT1	8	107249482	107498055	36.05	protein_coding
ENSG00000177673	TEX44	2	231592901	231594283	60.45	protein_coding
ENSG00000187942	LDLRAD2	1	21812265	21825221	54.29	protein_coding
ENSG00000103254	FAM173A	16	720581	722601	71.94	protein_coding
ENSG00000142166	IFNAR1	21	33324477	33359862	41.3	protein_coding
ENSG00000258728	NA	9	34646645	34657113	54.69	protein_coding
ENSG00000198690	FAN1	15	30903852	30943108	42.55	protein_coding
ENSG00000205090	TMEM240	1	1535174	1540453	66.02	protein_coding
ENSG00000213930	GALT	9	34638133	34651035	50.16	protein_coding
ENSG00000285471	NA	17	5772926	6080792	45.5	protein_coding
ENSG00000172748	ZNF596	8	232137	264703	40.95	protein_coding
ENSG00000179314	WSCD1	17	6057807	6124427	50.83	protein_coding
ENSG00000112130	RNF8	6	37353972	37394738	43.66	protein_coding
ENSG00000135926	TMBIM1	2	218274192	218292586	54.43	protein_coding
ENSG00000105058	FAM32A	19	16185380	16192046	52.93	protein_coding
ENSG00000205808	PLPP6	9	4662315	4665258	47.55	protein_coding
ENSG00000109654	TRIM2	4	153152342	153339320	42.05	protein_coding
ENSG00000102409	BEX4	23	103215092	103217246	52.02	protein_coding
ENSG00000106688	SLC1A1	9	4490444	4587469	42.12	protein_coding
ENSG00000103051	COG4	16	70480568	70523565	47.24	protein_coding
ENSG00000260691	ANKRD20A1	9	67859147	67902094	36.24	protein_coding
ENSG00000182111	ZNF716	7	57450177	57473546	38.95	protein_coding
ENSG00000187514	PTMA	2	231706895	231713541	61.71	protein_coding
ENSG00000100029	PES1	22	30576625	30607083	50.48	protein_coding
ENSG00000103852	TTC23	15	99136323	99251223	41.8	protein_coding
ENSG00000125246	CLYBL	13	99606669	99897134	43.21	protein_coding
ENSG00000165895	ARHGAP42	11	100687653	100993941	38.02	protein_coding
ENSG00000159459	UBR1	15	42942897	43106113	39.81	protein_coding
ENSG00000204480	PRAMEF19	1	13369067	13371900	51.52	protein_coding
ENSG00000215148	PRSS41	16	2798485	2805302	51.36	protein_coding
ENSG00000108312	UBTF	17	44205033	44221626	59.52	protein_coding
ENSG00000157693	TMEM268	9	114611206	114646422	47.67	protein_coding
ENSG00000232859	LYRM9	17	27878314	27894752	47.84	protein_coding
ENSG00000151224	MAT1A	10	80271820	80289684	50.27	protein_coding
ENSG00000185608	MRPL40	22	19431902	19436075	51.63	protein_coding
ENSG00000171984	SHLD1	20	5750393	5863912	43.35	protein_coding
ENSG00000133454	MYO18B	22	25742144	26031041	45.93	protein_coding
ENSG00000180964	TCEAL8	23	103252995	103255203	46.4	protein_coding
ENSG00000106686	SPATA6L	9	4553386	4666674	41.45	protein_coding
ENSG00000124789	NUP153	6	17615035	17706834	40.18	protein_coding
ENSG00000183918	SH2D1A	23	124227868	124373197	38.98	protein_coding
ENSG00000204479	PRAMEF17	1	13389632	13392629	50.17	protein_coding
ENSG00000156531	PHF6	23	134373253	134428791	37.47	protein_coding
ENSG00000106617	PRKAG2	7	151556111	151877125	48.91	protein_coding
ENSG00000168676	KCTD19	16	67289428	67326763	47.44	protein_coding
ENSG00000007171	NOS2	17	27756766	27800499	51.36	protein_coding
ENSG00000180777	ANKRD30B	18	14728272	14852738	35.45	protein_coding
ENSG00000197044	ZNF441	19	11767000	11784078	41.78	protein_coding
ENSG00000204478	PRAMEF20	1	13410450	13421328	47.5	protein_coding
ENSG00000188921	HACD4	9	20999515	21031636	36.71	protein_coding
ENSG00000131480	AOC2	17	42844600	42850707	52.49	protein_coding
ENSG00000181867	FTMT	5	121851955	121852833	57.79	protein_coding
ENSG00000009694	TENM1	23	124375903	124963817	37.17	protein_coding
ENSG00000007038	PRSS21	16	2817180	2826304	55.65	protein_coding
ENSG00000172977	KAT5	11	65711996	65719604	55.16	protein_coding
ENSG00000177599	ZNF491	19	11797667	11809622	44.18	protein_coding
ENSG00000162494	LRRC38	1	13474977	13514048	50.15	protein_coding
ENSG00000100228	RAB36	22	23145326	23164350	55.45	protein_coding
ENSG00000078328	RBFOX1	16	5239802	7713338	42.38	protein_coding
ENSG00000108423	TUBD1	17	59859482	59892945	45.29	protein_coding
ENSG00000166128	RAB8B	15	63189469	63267782	39.83	protein_coding
ENSG00000261371	PECAM1	17	64319415	64413776	47.28	protein_coding
